bagnum_num,tank_ID,DNA_label,new_label,need DNA ?,sal_full,temp_full,nbr_leaves,length_longest_leaf,nbr_leaves_end,nbr_new_leaves,width_leaf,Growth_leaf1,Growth_leaf2,Growth_leaf3,Growth_leaf4,Growth_leaf5,Growth_leaf6,Growth_leaf7,Length_new_leaf1,Length_new_leaf2,Length_new_leaf3,Length_new_leaf4,Length_new_leaf5,Length_new_leaf6,Nbr_new_shoots,Nbr_leaves_new_shoot1,Length_new_shoot1_leaf1,Length_new_shoot1_leaf2,Length_new_shoot1_leaf3,Length_new_shoot1_leaf4,Length_new_shoot1_leaf5,Length_new_shoot1_leaf6,Nbr_leaves_new_shoot2,Length_new_shoot2_leaf1,Length_new_shoot2_leaf2,Length_new_shoot2_leaf3,Length_new_shoot2_leaf4,Length_new_shoot2_leaf5,Length_flower1,Length_bract1,Length_flower2,Length_bract2,Length_flower3,Length_bract3,below_ground_weight,above_ground_weight,weight_new_shoot1,weight_new_shoot2,total_weight,lesions?,picture?,isAlive,Comment
226,B4,HOG_gen-29,226_B4_HOG_gen-29_TempWarm-16psu,,16psu,TempWarm,5,58.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
230,B4,BAR_gen-29,230_B4_BAR_gen-29_TempWarm-16psu,absolutely yes,16psu,TempWarm,4,40.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,10.1,9.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,0.00,0.09,0.00,1.40,N,Y,TRUE,"main shoot was dead, side shoot still alive"
231,B4,VIK_gen-29,231_B4_VIK_gen-29_TempWarm-16psu,yes,16psu,TempWarm,5,30.9,4,4,0.30,NA,NA,NA,NA,NA,NA,NA,16.8,10.5,18.6,0.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.38,0.00,0.00,0.96,N,Y,TRUE,
232,B4,KAL_gen-29,232_B4_KAL_gen-29_TempWarm-16psu,,16psu,TempWarm,5,69.7,4,2,0.40,33.3,13.4,NA,NA,NA,NA,NA,19.5,40.3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,1.26,0.00,0.00,2.81,N,Y,TRUE,"super baby leaf, too small to measure"
241,B4,KAL_gen-31,241_B4_KAL_gen-31_TempWarm-16psu,,16psu,TempWarm,5,44.8,5,3,0.30,13.5,32.0,NA,NA,NA,NA,NA,38.5,21.6,1.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,0.97,0.00,0.00,2.03,Y,Y,TRUE,
242,B4,HOR_gen-31,242_B4_HOR_gen-31_TempWarm-16psu,,16psu,TempWarm,5,36.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
245,B4,VIK_gen-31,245_B4_VIK_gen-31_TempWarm-16psu,,16psu,TempWarm,4,16.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.00,0.03,0.00,0.00,N,Y,TRUE,"main shoot was dead, side shoot still alive"
246,B4,HOG_gen-31,246_B4_HOG_gen-31_TempWarm-16psu,,16psu,TempWarm,5,33.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
248,B4,BJO_gen-31,248_B4_BJO_gen-31_TempWarm-16psu,,16psu,TempWarm,4,24.0,4,2,0.30,4.8,15.2,NA,NA,NA,NA,NA,10.2,0.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20,0.38,0.00,0.00,1.58,N,Y,TRUE,
250,B4,HOG_gen-32,250_B4_HOG_gen-32_TempWarm-5psu,yes,5psu,TempWarm,5,31.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
255,B4,KAL_gen-32,255_B4_KAL_gen-32_TempWarm-5psu,,5psu,TempWarm,5,45.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
257,C1,KUR_gen-33,257_C1_KUR_gen-33_TempControl-21psu,,21psu,TempControl,5,24.0,5,3,0.30,4.6,17.3,NA,NA,NA,NA,NA,31.6,9.0,27.6,NA,NA,NA,1,4,15.1,12.5,22.2,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,0.39,0.15,0.00,1.58,Y,Y,TRUE,"new shoot 1 has a hole on leaf1, growth to hole is 14.9"
258,C1,BJO_gen-33,258_C1_BJO_gen-33_TempControl-21psu,,21psu,TempControl,6,40.2,3,2,0.30,17.2,NA,NA,NA,NA,NA,NA,33.0,18.9,NA,NA,NA,NA,2,2,1.8,7.8,NA,NA,NA,NA,3,10.6,4.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,1.96,0.56,0.07,0.09,2.68,Y,Y,TRUE,"new shoot 2 has a hole on leaf1, growth to hole is 6.9"
259,C1,KAL_gen-33,259_C1_KAL_gen-33_TempControl-21psu,,21psu,TempControl,4,62.2,5,3,0.45,2.1,15.3,NA,NA,NA,NA,NA,36.9,33.0,13.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,1.33,0.00,0.00,2.67,Y,Y,TRUE,
260,C1,HOR_gen-33,260_C1_HOR_gen-33_TempControl-21psu,,21psu,TempControl,4,34.5,5,4,0.30,6.8,NA,NA,NA,NA,NA,NA,27.1,23.5,17.1,29.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,1.24,0.00,0.00,3.26,Y,Y,TRUE,"super baby leaf, too small to measure"
261,C1,VIK_gen-33,261_C1_VIK_gen-33_TempControl-21psu,,21psu,TempControl,5,57.0,4,3,0.45,10.3,NA,NA,NA,NA,NA,NA,18.7,10.9,17.8,NA,NA,NA,1,3,6.1,3.8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80,1.08,0.15,0.00,4.03,N,Y,TRUE,
262,C1,BAR_gen-33,262_C1_BAR_gen-33_TempControl-21psu,yes,21psu,TempControl,5,19.5,5,3,0.20,13.6,5.9,NA,NA,NA,NA,NA,17.3,6.8,20.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.39,0.00,0.00,1.27,N,Y,TRUE,
263,C1,VAT_gen-33,263_C1_VAT_gen-33_TempControl-21psu,,21psu,TempControl,5,44.7,5,3,0.50,5.0,13.9,NA,NA,NA,NA,NA,24.6,15.3,3.3,NA,NA,NA,2,5,15.2,16.6,2.2,11.9,13.6,NA,4,13.5,11.1,16.4,13.1,NA,NA,NA,NA,NA,NA,NA,4.60,0.54,1.59,1.42,8.15,Y,Y,TRUE,"had two large shoots connected by a very large rhizome - these shoots had broken apart before processing, but we are fairly sure they were connected in the bag ; new shoot 1 has a hole on leaf1, growth is to hole 6.3 ; new shoot 2 has a hole on leaf1, growth to hole 9.5, and has a hole on leaf4, growth to 2.8 ; super baby leaf, too small to measure ; we have named her Vatilda"
264,C1,HOG_gen-33,264_C1_HOG_gen-33_TempControl-21psu,,21psu,TempControl,5,63.2,5,5,0.20,NA,NA,NA,NA,NA,NA,NA,1.1,5.8,4.7,5.6,2.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,0.19,0.00,0.00,2.52,N,Y,TRUE,"grew in a circle, hard to measure ; super baby leaf, too small to measure"
265,C1,VIK_gen-34,265_C1_VIK_gen-34_TempControl-7psu,yes,7psu,TempControl,4,25.3,4,4,0.20,NA,NA,NA,NA,NA,NA,NA,5.5,1.4,7.3,11.0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.12,0.00,0.00,0.78,N,Y,TRUE,
266,C1,VAT_gen-34,266_C1_VAT_gen-34_TempControl-7psu,,7psu,TempControl,4,41.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
269,C1,HOG_gen-34,269_C1_HOG_gen-34_TempControl-7psu,absolutely yes,7psu,TempControl,4,16.7,4,3,0.25,12.9,NA,NA,NA,NA,NA,NA,16.0,11.9,2.8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.20,0.00,0.00,0.76,N,Y,TRUE,
274,C1,HOG_gen-35,274_C1_HOG_gen-35_TempControl-21psu,absolutely yes,21psu,TempControl,4,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Was initially placed in wrong bag, don't include in analysis"
275,C1,HOR_gen-35,275_C1_HOR_gen-35_TempControl-21psu,,21psu,TempControl,4,29.0,4,2,0.40,17.3,6.4,NA,NA,NA,NA,NA,9.1,27.1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,0.52,0.00,0.00,1.87,N,Y,TRUE,
276,C1,BAR_gen-35,276_C1_BAR_gen-35_TempControl-21psu,,21psu,TempControl,6,55.0,4,3,0.30,18.8,NA,NA,NA,NA,NA,NA,22.1,4.8,27.0,NA,NA,NA,2,2,1.0,5.8,NA,NA,NA,NA,4,16.9,11.1,23,12.3,NA,NA,NA,NA,NA,NA,NA,3.64,0.56,0.02,0.30,4.52,N,Y,TRUE,new shoot 1 is pretty rotten ; new shoot 2 has a hole on leaf4 at 7.8
277,C1,BJO_gen-35,277_C1_BJO_gen-35_TempControl-21psu,,21psu,TempControl,6,38.5,3,2,0.30,21.0,NA,NA,NA,NA,NA,NA,36.9,10.4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,0.54,0.00,0.00,2.31,Y,Y,TRUE,
278,C1,KUR_gen-35,278_C1_KUR_gen-35_TempControl-21psu,yes,21psu,TempControl,5,28.0,5,3,0.20,0.9,11.5,NA,NA,NA,NA,NA,30.1,28.4,4.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10,0.66,0.00,0.00,1.76,Y,Y,TRUE,
279,C1,KAL_gen-35,279_C1_KAL_gen-35_TempControl-21psu,,21psu,TempControl,4,67.9,5,3,0.45,35.0,9.6,NA,NA,NA,NA,NA,29.4,7.9,39.7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,1.56,0.00,0.00,3.21,N,Y,TRUE,
280,C1,VIK_gen-35,280_C1_VIK_gen-35_TempControl-21psu,,21psu,TempControl,4,15.2,4,4,0.35,7.2,NA,NA,NA,NA,NA,NA,16.2,8.2,12.2,NA,NA,NA,1,3,12.4,8.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70,0.29,0.07,0.00,1.06,Y,Y,TRUE,
282,C1,KAL_gen-36,282_C1_KAL_gen-36_TempControl-7psu,yes,7psu,TempControl,4,50.5,5,3,0.40,13.8,28.1,NA,NA,NA,NA,NA,31.3,26.1,7.3,NA,NA,NA,1,4,12.5,10.9,9.9,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.88,0.14,0.00,2.65,N,Y,TRUE,
283,C1,VIK_gen-36,283_C1_VIK_gen-36_TempControl-7psu,,7psu,TempControl,4,11.5,3,3,0.30,NA,NA,NA,NA,NA,NA,NA,8.5,5.3,9.3,NA,NA,NA,2,2,2.3,1.1,NA,NA,NA,NA,4,7.3,5.7,5,0.7,NA,NA,NA,NA,NA,NA,NA,0.83,0.12,0.01,0.07,1.03,N,Y,TRUE,
284,C1,HOG_gen-36,284_C1_HOG_gen-36_TempControl-7psu,,7psu,TempControl,7,23.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
286,C1,VAT_gen-36,286_C1_VAT_gen-36_TempControl-7psu,yes,7psu,TempControl,4,42.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
287,C1,HOR_gen-36,287_C1_HOR_gen-36_TempControl-7psu,,7psu,TempControl,4,45.8,4,3,0.30,13.7,NA,NA,NA,NA,NA,NA,16.3,4.1,12.8,NA,NA,NA,2,1,1.6,NA,NA,NA,NA,NA,5,14,11.9,2.2,18,11.9,NA,NA,NA,NA,NA,NA,1.12,0.45,0.01,0.22,1.80,N,Y,TRUE,new shoot 2 has a hole on leaf5 at 7.5
289,C2,BJO_gen-37,289_C2_BJO_gen-37_TempControl-21psu,,21psu,TempControl,6,36.7,4,2,0.35,9.0,25.7,NA,NA,NA,NA,NA,14.5,30.6,NA,NA,NA,NA,1,4,12.4,0.9,9.4,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.71,0.13,0.00,2.50,Y,Y,TRUE,"super baby leaf, too small to measure"
290,C2,HOG_gen-37,290_C2_HOG_gen-37_TempControl-21psu,,21psu,TempControl,5,38.1,5,3,0.30,26.1,7.3,NA,NA,NA,NA,NA,4.0,23.0,35.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,0.89,0.00,0.00,2.54,N,Y,TRUE,
291,C2,BAR_gen-37,291_C2_BAR_gen-37_TempControl-21psu,absolutely yes,21psu,TempControl,4,26.4,4,2,0.30,3.3,12.7,NA,NA,NA,NA,NA,17.5,12.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.30,0.00,0.00,1.25,N,Y,TRUE,new leaf1 eaten at top
292,C2,KUR_gen-37,292_C2_KUR_gen-37_TempControl-21psu,,21psu,TempControl,3,15.7,4,2,0.20,14.6,3.3,NA,NA,NA,NA,NA,13.4,24.5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.25,0.00,0.00,1.28,N,Y,TRUE,
293,C2,HOR_gen-37,293_C2_HOR_gen-37_TempControl-21psu,,21psu,TempControl,5,30.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
294,C2,VIK_gen-37,294_C2_VIK_gen-37_TempControl-21psu,,21psu,TempControl,4,44.7,5,3,0.45,19.6,5.2,NA,NA,NA,NA,NA,16.7,1.1,25.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,1.48,0.00,0.00,4.56,Y,Y,TRUE,
295,C2,VAT_gen-37,295_C2_VAT_gen-37_TempControl-21psu,yes,21psu,TempControl,5,53.0,5,3,0.50,9.0,25.2,NA,NA,NA,NA,NA,37.1,12.4,37.8,NA,NA,NA,1,5,12.8,16.2,6.4,18.4,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,1.79,0.65,0.00,7.88,N,Y,TRUE,new shoot 1 has a hole on leaf5 at 7.8
296,C2,KAL_gen-37,296_C2_KAL_gen-37_TempControl-21psu,yes,21psu,TempControl,5,48.0,5,3,0.40,18.2,6.7,NA,NA,NA,NA,NA,22.4,7.5,29.6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,0.73,0.00,0.00,2.36,N,Y,TRUE,
297,C2,VIK_gen-38,297_C2_VIK_gen-38_TempControl-7psu,,7psu,TempControl,3,35.9,3,3,0.40,NA,NA,NA,NA,NA,NA,NA,1.5,5.9,9.3,NA,NA,NA,1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,N,Y,TRUE,
298,C2,HOG_gen-38,298_C2_HOG_gen-38_TempControl-7psu,,7psu,TempControl,5,57.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
300,C2,BJO_gen-38,300_C2_BJO_gen-38_TempControl-7psu,,7psu,TempControl,5,40.8,4,3,0.40,21.0,NA,NA,NA,NA,NA,NA,33.1,15.0,31.7,NA,NA,NA,1,4,14.6,13.0,4.0,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,0.12,0.26,0.00,2.90,N,Y,TRUE,
302,C2,VAT_gen-38,302_C2_VAT_gen-38_TempControl-7psu,yes,7psu,TempControl,5,36.4,2,2,0.30,NA,NA,NA,NA,NA,NA,NA,14.6,5.0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0.29,0.00,0.00,4.15,N,Y,TRUE,
303,C2,KUR_gen-38,303_C2_KUR_gen-38_TempControl-7psu,absolutely yes,7psu,TempControl,4,15.8,5,5,0.25,NA,NA,NA,NA,NA,NA,NA,19.1,11.8,13.0,4.0,17.0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.31,0.00,0.00,1.93,N,Y,TRUE,
304,C2,KAL_gen-38,304_C2_KAL_gen-38_TempControl-7psu,,7psu,TempControl,4,46.5,5,4,0.40,19.6,NA,NA,NA,NA,NA,NA,31.0,15.7,31.0,0.7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,0.79,0.00,0.00,2.36,N,Y,TRUE,
305,C2,VIK_gen-39,305_C2_VIK_gen-39_TempControl-21psu,,21psu,TempControl,6,24.7,4,2,0.30,10.3,2.5,NA,NA,NA,NA,NA,4.5,10.1,NA,NA,NA,NA,2,4,12.7,4.8,14.0,9.9,NA,NA,2,1.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.23,0.16,0.01,1.33,N,Y,TRUE,new shoot 1 has a hole on leaf4 at 5.9
306,C2,BJO_gen-39,306_C2_BJO_gen-39_TempControl-21psu,,21psu,TempControl,5,42.0,5,3,0.35,15.2,35.0,NA,NA,NA,NA,NA,43.8,1.8,25.6,NA,NA,NA,1,4,18.4,5.2,17.5,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,1.42,0.34,0.00,4.02,Y,Y,TRUE,
307,C2,HOG_gen-39,307_C2_HOG_gen-39_TempControl-21psu,absolutely yes,21psu,TempControl,4,37.5,4,3,0.30,20.5,NA,NA,NA,NA,NA,NA,33.1,7.6,28.3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.79,0.00,0.00,2.46,N,Y,TRUE,
308,C2,BAR_gen-39,308_C2_BAR_gen-39_TempControl-21psu,yes,21psu,TempControl,4,37.5,4,2,0.30,26.2,12.0,NA,NA,NA,NA,NA,15.1,30.3,NA,NA,NA,NA,2,3,7.4,9.5,7.0,NA,NA,NA,5,10.2,8.8,19.5,16.8,19.9,NA,NA,NA,NA,NA,NA,2.48,0.64,0.08,0.28,3.48,N,Y,TRUE,new shoot 2 has a hole on leaf1 at 7.0
309,C2,VAT_gen-39,309_C2_VAT_gen-39_TempControl-21psu,,21psu,TempControl,4,52.3,4,3,0.50,8.2,NA,NA,NA,NA,NA,NA,39.2,19.5,37.1,NA,NA,NA,1,3,11.2,4.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68,2.26,0.23,0.00,8.17,Y,Y,TRUE,
310,C2,KAL_gen-39,310_C2_KAL_gen-39_TempControl-21psu,absolutely yes,21psu,TempControl,4,12.8,4,3,0.20,6.9,NA,NA,NA,NA,NA,NA,14.9,7.4,15.9,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.30,0.00,0.00,0.73,N,Y,TRUE,
311,C2,KUR_gen-39,311_C2_KUR_gen-39_TempControl-21psu,,21psu,TempControl,4,16.4,5,3,0.20,19.2,4.3,NA,NA,NA,NA,NA,24.1,7.3,27.9,NA,NA,NA,1,3,8.8,5.4,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,0.39,0.03,0.00,1.38,N,Y,TRUE,
312,C2,HOR_gen-39,312_C2_HOR_gen-39_TempControl-21psu,yes,21psu,TempControl,5,34.8,5,3,0.20,1.9,11.0,NA,NA,NA,NA,NA,13.3,9.1,4.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20,0.83,0.00,0.00,2.03,Y,Y,TRUE,
314,C2,KAL_gen-40,314_C2_KAL_gen-40_TempControl-7psu,,7psu,TempControl,5,58.5,5,5,0.40,NA,NA,NA,NA,NA,NA,NA,33.6,1.0,12.6,32.2,7.9,NA,2,1,8.8,NA,NA,NA,NA,NA,3,16.8,9.3,16.4,NA,NA,NA,NA,NA,NA,NA,NA,3.61,1.52,0.06,0.29,5.48,N,Y,TRUE,
315,C2,KUR_gen-40,315_C2_KUR_gen-40_TempControl-7psu,absolutely yes,7psu,TempControl,4,15.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
316,C2,BJO_gen-40,316_C2_BJO_gen-40_TempControl-7psu,,7psu,TempControl,6,33.3,5,3,0.35,27.3,13.4,NA,NA,NA,NA,NA,19.1,3.3,29.0,NA,NA,NA,1,4,11.4,11.5,3.5,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79,0.94,0.22,0.00,2.95,N,Y,TRUE,
317,C2,VIK_gen-40,317_C2_VIK_gen-40_TempControl-7psu,,7psu,TempControl,3,21.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
319,C2,HOR_gen-40,319_C2_HOR_gen-40_TempControl-7psu,,7psu,TempControl,5,48.0,5,3,0.30,15.4,12.4,NA,NA,NA,NA,NA,19.9,2.0,26.9,NA,NA,NA,1,4,10.2,8.6,8.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,0.96,0.09,0.00,2.13,N,Y,TRUE,
