bagnum_num,tank_ID,DNA_label,new_label,need DNA ?,sal_full,temp_full,nbr_leaves,length_longest_leaf,nbr_leaves_end,nbr_new_leaves,width_leaf,Growth_leaf1,Growth_leaf2,Growth_leaf3,Growth_leaf4,Growth_leaf5,Growth_leaf6,Growth_leaf7,Length_new_leaf1,Length_new_leaf2,Length_new_leaf3,Length_new_leaf4,Length_new_leaf5,Length_new_leaf6,Nbr_new_shoots,Nbr_leaves_new_shoot1,Length_new_shoot1_leaf1,Length_new_shoot1_leaf2,Length_new_shoot1_leaf3,Length_new_shoot1_leaf4,Length_new_shoot1_leaf5,Length_new_shoot1_leaf6,Nbr_leaves_new_shoot2,Length_new_shoot2_leaf1,Length_new_shoot2_leaf2,Length_new_shoot2_leaf3,Length_new_shoot2_leaf4,Length_new_shoot2_leaf5,Length_flower1,Length_bract1,Length_flower2,Length_bract2,Length_flower3,Length_bract3,below_ground_weight,above_ground_weight,weight_new_shoot1,weight_new_shoot2,total_weight,lesions?,picture?,isAlive,Comment
32,A1,BJO_gen-04,032_A1_BJO_gen-04_TempControl-7psu,absolutely yes,7psu,TempControl,5,39.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
41,A2,VAT_gen-06,041_A2_VAT_gen-06_TempControl-7psu,,7psu,TempControl,5,52.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
44,A2,KUR_gen-06,044_A2_KUR_gen-06_TempControl-7psu,,7psu,TempControl,5,23.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
59,A2,KAL_gen-08,059_A2_KAL_gen-08_TempControl-7psu,,7psu,TempControl,5,50.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
60,A2,HOR_gen-08,060_A2_HOR_gen-08_TempControl-7psu,yes,7psu,TempControl,4,42.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
62,A2,HOG_gen-08,062_A2_HOG_gen-08_TempControl-7psu,yes,7psu,TempControl,5,51.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
63,A2,BAR_gen-08,063_A2_BAR_gen-08_TempControl-7psu,yes,7psu,TempControl,4,33.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
64,A2,VAT_gen-08,064_A2_VAT_gen-08_TempControl-7psu,,7psu,TempControl,5,51.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
66,A3,KAL_gen-09,066_A3_KAL_gen-09_TempWarm-16psu,absolutely yes,16psu,TempWarm,6,56.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
71,A3,VAT_gen-09,071_A3_VAT_gen-09_TempWarm-16psu,,16psu,TempWarm,6,51.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
73,A3,KAL_gen-10,073_A3_KAL_gen-10_TempWarm-5psu,,5psu,TempWarm,5,78.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
74,A3,HOR_gen-10,074_A3_HOR_gen-10_TempWarm-5psu,,5psu,TempWarm,5,31.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
75,A3,VAT_gen-10,075_A3_VAT_gen-10_TempWarm-5psu,,5psu,TempWarm,5,58.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
76,A3,BAR_gen-10,076_A3_BAR_gen-10_TempWarm-5psu,absolutely yes,5psu,TempWarm,4,29.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
78,A3,KUR_gen-10,078_A3_KUR_gen-10_TempWarm-5psu,yes,5psu,TempWarm,5,17.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
79,A3,BJO_gen-10,079_A3_BJO_gen-10_TempWarm-5psu,,5psu,TempWarm,6,39.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
89,A3,HOG_gen-12,089_A3_HOG_gen-12_TempWarm-5psu,absolutely yes,5psu,TempWarm,5,32.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
91,A3,BJO_gen-12,091_A3_BJO_gen-12_TempWarm-5psu,absolutely yes,5psu,TempWarm,6,36.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
92,A3,KUR_gen-12,092_A3_KUR_gen-12_TempWarm-5psu,yes,5psu,TempWarm,5,11.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
93,A3,KAL_gen-12,093_A3_KAL_gen-12_TempWarm-5psu,,5psu,TempWarm,5,46.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
94,A3,VIK_gen-12,094_A3_VIK_gen-12_TempWarm-5psu,,5psu,TempWarm,5,49.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
95,A3,HOR_gen-12,095_A3_HOR_gen-12_TempWarm-5psu,yes,5psu,TempWarm,5,35.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
96,A3,VAT_gen-12,096_A3_VAT_gen-12_TempWarm-5psu,,5psu,TempWarm,5,44.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
103,A4,KAL_gen-13,103_A4_KAL_gen-13_TempWarm-16psu,,16psu,TempWarm,5,53.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
104,A4,KUR_gen-13,104_A4_KUR_gen-13_TempWarm-16psu,yes,16psu,TempWarm,4,17.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
105,A4,KAL_gen-14,105_A4_KAL_gen-14_TempWarm-5psu,,5psu,TempWarm,3,35.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
106,A4,VIK_gen-14,106_A4_VIK_gen-14_TempWarm-5psu,yes,5psu,TempWarm,6,31.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
107,A4,BJO_gen-14,107_A4_BJO_gen-14_TempWarm-5psu,yes,5psu,TempWarm,5,28.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
108,A4,KUR_gen-14,108_A4_KUR_gen-14_TempWarm-5psu,,5psu,TempWarm,5,17.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
109,A4,VAT_gen-14,109_A4_VAT_gen-14_TempWarm-5psu,,5psu,TempWarm,5,63.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
110,A4,BAR_gen-14,110_A4_BAR_gen-14_TempWarm-5psu,absolutely yes,5psu,TempWarm,5,31.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
111,A4,HOR_gen-14,111_A4_HOR_gen-14_TempWarm-5psu,,5psu,TempWarm,4,34.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
116,A4,HOR_gen-15,116_A4_HOR_gen-15_TempWarm-16psu,absolutely yes,16psu,TempWarm,4,25.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
119,A4,VAT_gen-15,119_A4_VAT_gen-15_TempWarm-16psu,yes,16psu,TempWarm,5,49.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
121,A4,HOR_gen-16,121_A4_HOR_gen-16_TempWarm-5psu,,5psu,TempWarm,5,29.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
122,A4,BJO_gen-16,122_A4_BJO_gen-16_TempWarm-5psu,absolutely yes,5psu,TempWarm,5,37.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
123,A4,KUR_gen-16,123_A4_KUR_gen-16_TempWarm-5psu,,5psu,TempWarm,4,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
125,A4,VAT_gen-16,125_A4_VAT_gen-16_TempWarm-5psu,,5psu,TempWarm,6,53.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
127,A4,BAR_gen-16,127_A4_BAR_gen-16_TempWarm-5psu,,5psu,TempWarm,5,40.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
128,A4,VIK_gen-16,128_A4_VIK_gen-16_TempWarm-5psu,,5psu,TempWarm,4,18.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
129,B1,BAR_gen-17,129_B1_BAR_gen-17_TempWarm-16psu,,16psu,TempWarm,6,39.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
130,B1,HOG_gen-17,130_B1_HOG_gen-17_TempWarm-16psu,,16psu,TempWarm,5,37.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
132,B1,VAT_gen-17,132_B1_VAT_gen-17_TempWarm-16psu,,16psu,TempWarm,5,49.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
137,B1,KAL_gen-18,137_B1_KAL_gen-18_TempWarm-5psu,,5psu,TempWarm,5,42.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
138,B1,BAR_gen-18,138_B1_BAR_gen-18_TempWarm-5psu,,5psu,TempWarm,5,24.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
139,B1,KUR_gen-18,139_B1_KUR_gen-18_TempWarm-5psu,absolutely yes,5psu,TempWarm,5,10.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
140,B1,HOR_gen-18,140_B1_HOR_gen-18_TempWarm-5psu,,5psu,TempWarm,5,33.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
141,B1,BJO_gen-18,141_B1_BJO_gen-18_TempWarm-5psu,yes,5psu,TempWarm,5,27.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
142,B1,VAT_gen-18,142_B1_VAT_gen-18_TempWarm-5psu,,5psu,TempWarm,5,27.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
143,B1,VIK_gen-18,143_B1_VIK_gen-18_TempWarm-5psu,,5psu,TempWarm,4,22.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
144,B1,HOG_gen-18,144_B1_HOG_gen-18_TempWarm-5psu,,5psu,TempWarm,5,31.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
149,B1,BAR_gen-19,149_B1_BAR_gen-19_TempWarm-16psu,yes,16psu,TempWarm,6,41.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
153,B1,KUR_gen-20,153_B1_KUR_gen-20_TempWarm-5psu,absolutely yes,5psu,TempWarm,6,20.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
154,B1,BAR_gen-20,154_B1_BAR_gen-20_TempWarm-5psu,yes,5psu,TempWarm,5,30.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
155,B1,BJO_gen-20,155_B1_BJO_gen-20_TempWarm-5psu,,5psu,TempWarm,4,30.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
156,B1,HOG_gen-20,156_B1_HOG_gen-20_TempWarm-5psu,,5psu,TempWarm,5,43.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
157,B1,VAT_gen-20,157_B1_VAT_gen-20_TempWarm-5psu,,5psu,TempWarm,6,52.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
158,B1,VIK_gen-20,158_B1_VIK_gen-20_TempWarm-5psu,,5psu,TempWarm,4,60.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
159,B1,KAL_gen-20,159_B1_KAL_gen-20_TempWarm-5psu,absolutely yes,5psu,TempWarm,4,58.0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
160,B1,HOR_gen-20,160_B1_HOR_gen-20_TempWarm-5psu,,5psu,TempWarm,5,33.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
163,B2,VAT_gen-21,163_B2_VAT_gen-21_TempWarm-16psu,yes,16psu,TempWarm,5,44.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
164,B2,KAL_gen-21,164_B2_KAL_gen-21_TempWarm-16psu,yes,16psu,TempWarm,4,51.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
167,B2,BJO_gen-21,167_B2_BJO_gen-21_TempWarm-16psu,,16psu,TempWarm,5,36.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
170,B2,HOR_gen-22,170_B2_HOR_gen-22_TempWarm-5psu,yes,5psu,TempWarm,5,41.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
171,B2,VIK_gen-22,171_B2_VIK_gen-22_TempWarm-5psu,yes,5psu,TempWarm,4,27.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
172,B2,KUR_gen-22,172_B2_KUR_gen-22_TempWarm-5psu,,5psu,TempWarm,5,35.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
173,B2,BAR_gen-22,173_B2_BAR_gen-22_TempWarm-5psu,yes,5psu,TempWarm,4,67.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
174,B2,BJO_gen-22,174_B2_BJO_gen-22_TempWarm-5psu,,5psu,TempWarm,4,52.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
175,B2,VAT_gen-22,175_B2_VAT_gen-22_TempWarm-5psu,,5psu,TempWarm,6,45.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,0.00,NA,NA,FALSE,DEAD
